,orderid,customerid,employeeid,orderdate,shippeddate,shipvia,freight,productid,unitprice,quantity,discount
1304,10745,QUICK,9,1997-11-18,1997-11-27,1,3.52,18,62.5,24,0
1305,10745,QUICK,9,1997-11-18,1997-11-27,1,3.52,44,19.45,16,0
1306,10745,QUICK,9,1997-11-18,1997-11-27,1,3.52,59,55,45,0
1307,10745,QUICK,9,1997-11-18,1997-11-27,1,3.52,72,34.8,7,0
1308,10746,CHOPS,1,1997-11-19,1997-11-21,3,31.43,13,6,6,0
1309,10746,CHOPS,1,1997-11-19,1997-11-21,3,31.43,42,14,28,0
1310,10746,CHOPS,1,1997-11-19,1997-11-21,3,31.43,62,49.3,9,0
1311,10746,CHOPS,1,1997-11-19,1997-11-21,3,31.43,69,36,40,0
1312,10747,PICCO,6,1997-11-19,1997-11-26,1,117.33,31,12.5,8,0
1313,10747,PICCO,6,1997-11-19,1997-11-26,1,117.33,41,9.65,35,0
1314,10747,PICCO,6,1997-11-19,1997-11-26,1,117.33,63,43.9,9,0
1315,10747,PICCO,6,1997-11-19,1997-11-26,1,117.33,69,36,30,0
1316,10748,SAVEA,3,1997-11-20,1997-11-28,1,232.55,23,9,44,0
1317,10748,SAVEA,3,1997-11-20,1997-11-28,1,232.55,40,18.4,40,0
1318,10748,SAVEA,3,1997-11-20,1997-11-28,1,232.55,56,38,28,0
1319,10749,ISLAT,4,1997-11-20,1997-12-19,2,61.53,56,38,15,0
1320,10749,ISLAT,4,1997-11-20,1997-12-19,2,61.53,59,55,6,0
1321,10749,ISLAT,4,1997-11-20,1997-12-19,2,61.53,76,18,10,0
1322,10750,WARTH,9,1997-11-21,1997-11-24,1,79.3,14,23.25,5,0.15
1323,10750,WARTH,9,1997-11-21,1997-11-24,1,79.3,45,9.5,40,0.15
1324,10750,WARTH,9,1997-11-21,1997-11-24,1,79.3,59,55,25,0.15
1325,10751,RICSU,3,1997-11-24,1997-12-03,3,130.79,26,31.23,12,0.1
1326,10751,RICSU,3,1997-11-24,1997-12-03,3,130.79,30,25.89,30,0
1327,10751,RICSU,3,1997-11-24,1997-12-03,3,130.79,50,16.25,20,0.1
1328,10751,RICSU,3,1997-11-24,1997-12-03,3,130.79,73,15,15,0
1329,10752,NORTS,2,1997-11-24,1997-11-28,3,1.39,1,18,8,0
1330,10752,NORTS,2,1997-11-24,1997-11-28,3,1.39,69,36,3,0
1331,10753,FRANS,3,1997-11-25,1997-11-27,1,7.7,45,9.5,4,0
1332,10753,FRANS,3,1997-11-25,1997-11-27,1,7.7,74,10,5,0
1333,10754,MAGAA,6,1997-11-25,1997-11-27,3,2.38,40,18.4,3,0
1334,10755,BONAP,4,1997-11-26,1997-11-28,2,16.71,47,9.5,30,0.25
1335,10755,BONAP,4,1997-11-26,1997-11-28,2,16.71,56,38,30,0.25
1336,10755,BONAP,4,1997-11-26,1997-11-28,2,16.71,57,19.5,14,0.25
1337,10755,BONAP,4,1997-11-26,1997-11-28,2,16.71,69,36,25,0.25
1338,10756,SPLIR,8,1997-11-27,1997-12-02,2,73.21,18,62.5,21,0.2
1339,10756,SPLIR,8,1997-11-27,1997-12-02,2,73.21,36,19,20,0.2
1340,10756,SPLIR,8,1997-11-27,1997-12-02,2,73.21,68,12.5,6,0.2
1341,10756,SPLIR,8,1997-11-27,1997-12-02,2,73.21,69,36,20,0.2
1342,10757,SAVEA,6,1997-11-27,1997-12-15,1,8.19,34,14,30,0
1343,10757,SAVEA,6,1997-11-27,1997-12-15,1,8.19,59,55,7,0
1344,10757,SAVEA,6,1997-11-27,1997-12-15,1,8.19,62,49.3,30,0
1345,10757,SAVEA,6,1997-11-27,1997-12-15,1,8.19,64,33.25,24,0
1346,10758,RICSU,3,1997-11-28,1997-12-04,3,138.17,26,31.23,20,0
1347,10758,RICSU,3,1997-11-28,1997-12-04,3,138.17,52,7,60,0
1348,10758,RICSU,3,1997-11-28,1997-12-04,3,138.17,70,15,40,0
1349,10759,ANATR,3,1997-11-28,1997-12-12,3,11.99,32,32,10,0
1350,10760,MAISD,4,1997-12-01,1997-12-10,1,155.64,25,14,12,0.25
1351,10760,MAISD,4,1997-12-01,1997-12-10,1,155.64,27,43.9,40,0
1352,10760,MAISD,4,1997-12-01,1997-12-10,1,155.64,43,46,30,0.25
1353,10761,RATTC,5,1997-12-02,1997-12-08,2,18.66,25,14,35,0.25
1354,10761,RATTC,5,1997-12-02,1997-12-08,2,18.66,75,7.75,18,0
1355,10762,FOLKO,3,1997-12-02,1997-12-09,1,328.74,39,18,16,0
1356,10762,FOLKO,3,1997-12-02,1997-12-09,1,328.74,47,9.5,30,0
1357,10762,FOLKO,3,1997-12-02,1997-12-09,1,328.74,51,53,28,0
1358,10762,FOLKO,3,1997-12-02,1997-12-09,1,328.74,56,38,60,0
1359,10763,FOLIG,3,1997-12-03,1997-12-08,3,37.35,21,10,40,0
1360,10763,FOLIG,3,1997-12-03,1997-12-08,3,37.35,22,21,6,0
1361,10763,FOLIG,3,1997-12-03,1997-12-08,3,37.35,24,4.5,20,0
1362,10764,ERNSH,6,1997-12-03,1997-12-08,3,145.45,3,10,20,0.1
1363,10764,ERNSH,6,1997-12-03,1997-12-08,3,145.45,39,18,130,0.1
1364,10765,QUICK,3,1997-12-04,1997-12-09,3,42.74,65,21.05,80,0.1
1365,10766,OTTIK,4,1997-12-05,1997-12-09,1,157.55,2,19,40,0
1366,10766,OTTIK,4,1997-12-05,1997-12-09,1,157.55,7,30,35,0
1367,10766,OTTIK,4,1997-12-05,1997-12-09,1,157.55,68,12.5,40,0
1368,10767,SUPRD,4,1997-12-05,1997-12-15,3,1.59,42,14,2,0
1369,10768,AROUT,3,1997-12-08,1997-12-15,2,146.32,22,21,4,0
1370,10768,AROUT,3,1997-12-08,1997-12-15,2,146.32,31,12.5,50,0
1371,10768,AROUT,3,1997-12-08,1997-12-15,2,146.32,60,34,15,0
1372,10768,AROUT,3,1997-12-08,1997-12-15,2,146.32,71,21.5,12,0
1373,10769,VAFFE,3,1997-12-08,1997-12-12,1,65.06,41,9.65,30,0.05
1374,10769,VAFFE,3,1997-12-08,1997-12-12,1,65.06,52,7,15,0.05
1375,10769,VAFFE,3,1997-12-08,1997-12-12,1,65.06,61,28.5,20,0
1376,10769,VAFFE,3,1997-12-08,1997-12-12,1,65.06,62,49.3,15,0
1377,10770,HANAR,8,1997-12-09,1997-12-17,3,5.32,11,21,15,0.25
1378,10771,ERNSH,9,1997-12-10,1998-01-02,2,11.19,71,21.5,16,0
1379,10772,LEHMS,3,1997-12-10,1997-12-19,2,91.28,29,123.79,18,0
1380,10772,LEHMS,3,1997-12-10,1997-12-19,2,91.28,59,55,25,0
1381,10773,ERNSH,1,1997-12-11,1997-12-16,3,96.43,17,39,33,0
1382,10773,ERNSH,1,1997-12-11,1997-12-16,3,96.43,31,12.5,70,0.2
1383,10773,ERNSH,1,1997-12-11,1997-12-16,3,96.43,75,7.75,7,0.2
1384,10774,FOLKO,4,1997-12-11,1997-12-12,1,48.2,31,12.5,2,0.25
1385,10774,FOLKO,4,1997-12-11,1997-12-12,1,48.2,66,17,50,0
1386,10775,THECR,7,1997-12-12,1997-12-26,1,20.25,10,31,6,0
1387,10775,THECR,7,1997-12-12,1997-12-26,1,20.25,67,14,3,0
1388,10776,ERNSH,1,1997-12-15,1997-12-18,3,351.53,31,12.5,16,0.05
1389,10776,ERNSH,1,1997-12-15,1997-12-18,3,351.53,42,14,12,0.05
1390,10776,ERNSH,1,1997-12-15,1997-12-18,3,351.53,45,9.5,27,0.05
1391,10776,ERNSH,1,1997-12-15,1997-12-18,3,351.53,51,53,120,0.05
1392,10777,GOURL,7,1997-12-15,1998-01-21,2,3.01,42,14,20,0.2
1393,10778,BERGS,3,1997-12-16,1997-12-24,1,6.79,41,9.65,10,0
1394,10779,MORGK,3,1997-12-16,1998-01-14,2,58.13,16,17.45,20,0
1395,10779,MORGK,3,1997-12-16,1998-01-14,2,58.13,62,49.3,20,0
1396,10780,LILAS,2,1997-12-16,1997-12-25,1,42.13,70,15,35,0
1397,10780,LILAS,2,1997-12-16,1997-12-25,1,42.13,77,13,15,0
1398,10781,WARTH,2,1997-12-17,1997-12-19,3,73.16,54,7.45,3,0.2
1399,10781,WARTH,2,1997-12-17,1997-12-19,3,73.16,56,38,20,0.2
1400,10781,WARTH,2,1997-12-17,1997-12-19,3,73.16,74,10,35,0
1401,10782,CACTU,9,1997-12-17,1997-12-22,3,1.1,31,12.5,1,0
1402,10783,HANAR,4,1997-12-18,1997-12-19,2,124.98,31,12.5,10,0
1403,10783,HANAR,4,1997-12-18,1997-12-19,2,124.98,38,263.5,5,0
1404,10784,MAGAA,4,1997-12-18,1997-12-22,3,70.09,36,19,30,0
1405,10784,MAGAA,4,1997-12-18,1997-12-22,3,70.09,39,18,2,0.15
1406,10784,MAGAA,4,1997-12-18,1997-12-22,3,70.09,72,34.8,30,0.15
1407,10785,GROSR,1,1997-12-18,1997-12-24,3,1.51,10,31,10,0
1408,10785,GROSR,1,1997-12-18,1997-12-24,3,1.51,75,7.75,10,0
1409,10786,QUEEN,8,1997-12-19,1997-12-23,1,110.87,8,40,30,0.2
1410,10786,QUEEN,8,1997-12-19,1997-12-23,1,110.87,30,25.89,15,0.2
1411,10786,QUEEN,8,1997-12-19,1997-12-23,1,110.87,75,7.75,42,0.2
1412,10787,LAMAI,2,1997-12-19,1997-12-26,1,249.93,2,19,15,0.05
1413,10787,LAMAI,2,1997-12-19,1997-12-26,1,249.93,29,123.79,20,0.05
1414,10788,QUICK,1,1997-12-22,1998-01-19,2,42.7,19,9.2,50,0.05
1415,10788,QUICK,1,1997-12-22,1998-01-19,2,42.7,75,7.75,40,0.05
1416,10789,FOLIG,1,1997-12-22,1997-12-31,2,100.6,18,62.5,30,0
1417,10789,FOLIG,1,1997-12-22,1997-12-31,2,100.6,35,18,15,0
1418,10789,FOLIG,1,1997-12-22,1997-12-31,2,100.6,63,43.9,30,0
1419,10789,FOLIG,1,1997-12-22,1997-12-31,2,100.6,68,12.5,18,0
1420,10790,GOURL,6,1997-12-22,1997-12-26,1,28.23,7,30,3,0.15
1421,10790,GOURL,6,1997-12-22,1997-12-26,1,28.23,56,38,20,0.15
1422,10791,FRANK,6,1997-12-23,1998-01-01,2,16.85,29,123.79,14,0.05
1423,10791,FRANK,6,1997-12-23,1998-01-01,2,16.85,41,9.65,20,0.05
1424,10792,WOLZA,1,1997-12-23,1997-12-31,3,23.79,2,19,10,0
1425,10792,WOLZA,1,1997-12-23,1997-12-31,3,23.79,54,7.45,3,0
1426,10792,WOLZA,1,1997-12-23,1997-12-31,3,23.79,68,12.5,15,0
1427,10793,AROUT,3,1997-12-24,1998-01-08,3,4.52,41,9.65,14,0
1428,10793,AROUT,3,1997-12-24,1998-01-08,3,4.52,52,7,8,0
1429,10794,QUEDE,6,1997-12-24,1998-01-02,1,21.49,14,23.25,15,0.2
1430,10794,QUEDE,6,1997-12-24,1998-01-02,1,21.49,54,7.45,6,0.2
1431,10795,ERNSH,8,1997-12-24,1998-01-20,2,126.66,16,17.45,65,0
1432,10795,ERNSH,8,1997-12-24,1998-01-20,2,126.66,17,39,35,0.25
1433,10796,HILAA,3,1997-12-25,1998-01-14,1,26.52,26,31.23,21,0.2
1434,10796,HILAA,3,1997-12-25,1998-01-14,1,26.52,44,19.45,10,0
1435,10796,HILAA,3,1997-12-25,1998-01-14,1,26.52,64,33.25,35,0.2
1436,10796,HILAA,3,1997-12-25,1998-01-14,1,26.52,69,36,24,0.2
1437,10797,DRACD,7,1997-12-25,1998-01-05,2,33.35,11,21,20,0
1438,10798,ISLAT,2,1997-12-26,1998-01-05,1,2.33,62,49.3,2,0
1439,10798,ISLAT,2,1997-12-26,1998-01-05,1,2.33,72,34.8,10,0
1440,10799,KOENE,9,1997-12-26,1998-01-05,3,30.76,13,6,20,0.15
1441,10799,KOENE,9,1997-12-26,1998-01-05,3,30.76,24,4.5,20,0.15
1442,10799,KOENE,9,1997-12-26,1998-01-05,3,30.76,59,55,25,0
1443,10800,SEVES,1,1997-12-26,1998-01-05,3,137.44,11,21,50,0.1
1444,10800,SEVES,1,1997-12-26,1998-01-05,3,137.44,51,53,10,0.1
1445,10800,SEVES,1,1997-12-26,1998-01-05,3,137.44,54,7.45,7,0.1
1446,10801,BOLID,4,1997-12-29,1997-12-31,2,97.09,17,39,40,0.25
1447,10801,BOLID,4,1997-12-29,1997-12-31,2,97.09,29,123.79,20,0.25
1448,10802,SIMOB,4,1997-12-29,1998-01-02,2,257.26,30,25.89,25,0.25
1449,10802,SIMOB,4,1997-12-29,1998-01-02,2,257.26,51,53,30,0.25
1450,10802,SIMOB,4,1997-12-29,1998-01-02,2,257.26,55,24,60,0.25
1451,10802,SIMOB,4,1997-12-29,1998-01-02,2,257.26,62,49.3,5,0.25
1452,10803,WELLI,4,1997-12-30,1998-01-06,1,55.23,19,9.2,24,0.05
1453,10803,WELLI,4,1997-12-30,1998-01-06,1,55.23,25,14,15,0.05
1454,10803,WELLI,4,1997-12-30,1998-01-06,1,55.23,59,55,15,0.05
1455,10804,SEVES,6,1997-12-30,1998-01-07,2,27.33,10,31,36,0
1456,10804,SEVES,6,1997-12-30,1998-01-07,2,27.33,28,45.6,24,0
1457,10804,SEVES,6,1997-12-30,1998-01-07,2,27.33,49,20,4,0.15
1458,10805,THEBI,2,1997-12-30,1998-01-09,3,237.34,34,14,10,0
1459,10805,THEBI,2,1997-12-30,1998-01-09,3,237.34,38,263.5,10,0
1460,10806,VICTE,3,1997-12-31,1998-01-05,2,22.11,2,19,20,0.25
1461,10806,VICTE,3,1997-12-31,1998-01-05,2,22.11,65,21.05,2,0
1462,10806,VICTE,3,1997-12-31,1998-01-05,2,22.11,74,10,15,0.25
1463,10807,FRANS,4,1997-12-31,1998-01-30,1,1.36,40,18.4,1,0
1464,10808,OLDWO,2,1998-01-01,1998-01-09,3,45.53,56,38,20,0.15
1465,10808,OLDWO,2,1998-01-01,1998-01-09,3,45.53,76,18,50,0.15
1466,10809,WELLI,7,1998-01-01,1998-01-07,1,4.87,52,7,20,0
1467,10810,LAUGB,2,1998-01-01,1998-01-07,3,4.33,13,6,7,0
1468,10810,LAUGB,2,1998-01-01,1998-01-07,3,4.33,25,14,5,0
1469,10810,LAUGB,2,1998-01-01,1998-01-07,3,4.33,70,15,5,0
1470,10811,LINOD,8,1998-01-02,1998-01-08,1,31.22,19,9.2,15,0
1471,10811,LINOD,8,1998-01-02,1998-01-08,1,31.22,23,9,18,0
1472,10811,LINOD,8,1998-01-02,1998-01-08,1,31.22,40,18.4,30,0
1473,10812,REGGC,5,1998-01-02,1998-01-12,1,59.78,31,12.5,16,0.1
1474,10812,REGGC,5,1998-01-02,1998-01-12,1,59.78,72,34.8,40,0.1
1475,10812,REGGC,5,1998-01-02,1998-01-12,1,59.78,77,13,20,0
1476,10813,RICAR,1,1998-01-05,1998-01-09,1,47.38,2,19,12,0.2
1477,10813,RICAR,1,1998-01-05,1998-01-09,1,47.38,46,12,35,0
1478,10814,VICTE,3,1998-01-05,1998-01-14,3,130.94,41,9.65,20,0
1479,10814,VICTE,3,1998-01-05,1998-01-14,3,130.94,43,46,20,0.15
1480,10814,VICTE,3,1998-01-05,1998-01-14,3,130.94,48,12.75,8,0.15
1481,10814,VICTE,3,1998-01-05,1998-01-14,3,130.94,61,28.5,30,0.15
1482,10815,SAVEA,2,1998-01-05,1998-01-14,3,14.62,33,2.5,16,0
1483,10816,GREAL,4,1998-01-06,1998-02-04,2,719.78,38,263.5,30,0.05
1484,10816,GREAL,4,1998-01-06,1998-02-04,2,719.78,62,49.3,20,0.05
1485,10817,KOENE,3,1998-01-06,1998-01-13,2,306.07,26,31.23,40,0.15
1486,10817,KOENE,3,1998-01-06,1998-01-13,2,306.07,38,263.5,30,0
1487,10817,KOENE,3,1998-01-06,1998-01-13,2,306.07,40,18.4,60,0.15
1488,10817,KOENE,3,1998-01-06,1998-01-13,2,306.07,62,49.3,25,0.15
1489,10818,MAGAA,7,1998-01-07,1998-01-12,3,65.48,32,32,20,0
1490,10818,MAGAA,7,1998-01-07,1998-01-12,3,65.48,41,9.65,20,0
1491,10819,CACTU,2,1998-01-07,1998-01-16,3,19.76,43,46,7,0
1492,10819,CACTU,2,1998-01-07,1998-01-16,3,19.76,75,7.75,20,0
1493,10820,RATTC,3,1998-01-07,1998-01-13,2,37.52,56,38,30,0
1494,10821,SPLIR,1,1998-01-08,1998-01-15,1,36.68,35,18,20,0
1495,10821,SPLIR,1,1998-01-08,1998-01-15,1,36.68,51,53,6,0
1496,10822,TRAIH,6,1998-01-08,1998-01-16,3,7,62,49.3,3,0
1497,10822,TRAIH,6,1998-01-08,1998-01-16,3,7,70,15,6,0
1498,10823,LILAS,5,1998-01-09,1998-01-13,2,163.97,11,21,20,0.1
1499,10823,LILAS,5,1998-01-09,1998-01-13,2,163.97,57,19.5,15,0
1500,10823,LILAS,5,1998-01-09,1998-01-13,2,163.97,59,55,40,0.1
1501,10823,LILAS,5,1998-01-09,1998-01-13,2,163.97,77,13,15,0.1
1502,10824,FOLKO,8,1998-01-09,1998-01-30,1,1.23,41,9.65,12,0
1503,10824,FOLKO,8,1998-01-09,1998-01-30,1,1.23,70,15,9,0
1504,10825,DRACD,1,1998-01-09,1998-01-14,1,79.25,26,31.23,12,0
1505,10825,DRACD,1,1998-01-09,1998-01-14,1,79.25,53,32.8,20,0
1506,10826,BLONP,6,1998-01-12,1998-02-06,1,7.09,31,12.5,35,0
1507,10826,BLONP,6,1998-01-12,1998-02-06,1,7.09,57,19.5,15,0
1508,10827,BONAP,1,1998-01-12,1998-02-06,2,63.54,10,31,15,0
1509,10827,BONAP,1,1998-01-12,1998-02-06,2,63.54,39,18,21,0
1510,10828,RANCH,9,1998-01-13,1998-02-04,1,90.85,20,81,5,0
1511,10828,RANCH,9,1998-01-13,1998-02-04,1,90.85,38,263.5,2,0
1512,10829,ISLAT,9,1998-01-13,1998-01-23,1,154.72,2,19,10,0
1513,10829,ISLAT,9,1998-01-13,1998-01-23,1,154.72,8,40,20,0
1514,10829,ISLAT,9,1998-01-13,1998-01-23,1,154.72,13,6,10,0
1515,10829,ISLAT,9,1998-01-13,1998-01-23,1,154.72,60,34,21,0
1516,10830,TRADH,4,1998-01-13,1998-01-21,2,81.83,6,25,6,0
1517,10830,TRADH,4,1998-01-13,1998-01-21,2,81.83,39,18,28,0
1518,10830,TRADH,4,1998-01-13,1998-01-21,2,81.83,60,34,30,0
1519,10830,TRADH,4,1998-01-13,1998-01-21,2,81.83,68,12.5,24,0
1520,10831,SANTG,3,1998-01-14,1998-01-23,2,72.19,19,9.2,2,0
1521,10831,SANTG,3,1998-01-14,1998-01-23,2,72.19,35,18,8,0
1522,10831,SANTG,3,1998-01-14,1998-01-23,2,72.19,38,263.5,8,0
1523,10831,SANTG,3,1998-01-14,1998-01-23,2,72.19,43,46,9,0
1524,10832,LAMAI,2,1998-01-14,1998-01-19,2,43.26,13,6,3,0.2
1525,10832,LAMAI,2,1998-01-14,1998-01-19,2,43.26,25,14,10,0.2
1526,10832,LAMAI,2,1998-01-14,1998-01-19,2,43.26,44,19.45,16,0.2
1527,10832,LAMAI,2,1998-01-14,1998-01-19,2,43.26,64,33.25,3,0
1528,10833,OTTIK,6,1998-01-15,1998-01-23,2,71.49,7,30,20,0.1
1529,10833,OTTIK,6,1998-01-15,1998-01-23,2,71.49,31,12.5,9,0.1
1530,10833,OTTIK,6,1998-01-15,1998-01-23,2,71.49,53,32.8,9,0.1
1531,10834,TRADH,1,1998-01-15,1998-01-19,3,29.78,29,123.79,8,0.05
1532,10834,TRADH,1,1998-01-15,1998-01-19,3,29.78,30,25.89,20,0.05
1533,10835,ALFKI,1,1998-01-15,1998-01-21,3,69.53,59,55,15,0
1534,10835,ALFKI,1,1998-01-15,1998-01-21,3,69.53,77,13,2,0.2
1535,10836,ERNSH,7,1998-01-16,1998-01-21,1,411.88,22,21,52,0
1536,10836,ERNSH,7,1998-01-16,1998-01-21,1,411.88,35,18,6,0
1537,10836,ERNSH,7,1998-01-16,1998-01-21,1,411.88,57,19.5,24,0
1538,10836,ERNSH,7,1998-01-16,1998-01-21,1,411.88,60,34,60,0
1539,10836,ERNSH,7,1998-01-16,1998-01-21,1,411.88,64,33.25,30,0
1540,10837,BERGS,9,1998-01-16,1998-01-23,3,13.32,13,6,6,0
1541,10837,BERGS,9,1998-01-16,1998-01-23,3,13.32,40,18.4,25,0
1542,10837,BERGS,9,1998-01-16,1998-01-23,3,13.32,47,9.5,40,0.25
1543,10837,BERGS,9,1998-01-16,1998-01-23,3,13.32,76,18,21,0.25
1544,10838,LINOD,3,1998-01-19,1998-01-23,3,59.28,1,18,4,0.25
1545,10838,LINOD,3,1998-01-19,1998-01-23,3,59.28,18,62.5,25,0.25
1546,10838,LINOD,3,1998-01-19,1998-01-23,3,59.28,36,19,50,0.25
1547,10839,TRADH,3,1998-01-19,1998-01-22,3,35.43,58,13.25,30,0.1
1548,10839,TRADH,3,1998-01-19,1998-01-22,3,35.43,72,34.8,15,0.1
1549,10840,LINOD,4,1998-01-19,1998-02-16,2,2.71,25,14,6,0.2
1550,10840,LINOD,4,1998-01-19,1998-02-16,2,2.71,39,18,10,0.2
1551,10841,SUPRD,5,1998-01-20,1998-01-29,2,424.3,10,31,16,0
1552,10841,SUPRD,5,1998-01-20,1998-01-29,2,424.3,56,38,30,0
1553,10841,SUPRD,5,1998-01-20,1998-01-29,2,424.3,59,55,50,0
1554,10841,SUPRD,5,1998-01-20,1998-01-29,2,424.3,77,13,15,0
1555,10842,TORTU,1,1998-01-20,1998-01-29,3,54.42,11,21,15,0
1556,10842,TORTU,1,1998-01-20,1998-01-29,3,54.42,43,46,5,0
1557,10842,TORTU,1,1998-01-20,1998-01-29,3,54.42,68,12.5,20,0
1558,10842,TORTU,1,1998-01-20,1998-01-29,3,54.42,70,15,12,0
1559,10843,VICTE,4,1998-01-21,1998-01-26,2,9.26,51,53,4,0.25
1560,10844,PICCO,8,1998-01-21,1998-01-26,2,25.22,22,21,35,0
1561,10845,QUICK,8,1998-01-21,1998-01-30,1,212.98,23,9,70,0.1
1562,10845,QUICK,8,1998-01-21,1998-01-30,1,212.98,35,18,25,0.1
1563,10845,QUICK,8,1998-01-21,1998-01-30,1,212.98,42,14,42,0.1
1564,10845,QUICK,8,1998-01-21,1998-01-30,1,212.98,58,13.25,60,0.1
1565,10845,QUICK,8,1998-01-21,1998-01-30,1,212.98,64,33.25,48,0
1566,10846,SUPRD,2,1998-01-22,1998-01-23,3,56.46,4,22,21,0
1567,10846,SUPRD,2,1998-01-22,1998-01-23,3,56.46,70,15,30,0
1568,10846,SUPRD,2,1998-01-22,1998-01-23,3,56.46,74,10,20,0
1569,10847,SAVEA,4,1998-01-22,1998-02-10,3,487.57,1,18,80,0.2
1570,10847,SAVEA,4,1998-01-22,1998-02-10,3,487.57,19,9.2,12,0.2
1571,10847,SAVEA,4,1998-01-22,1998-02-10,3,487.57,37,26,60,0.2
1572,10847,SAVEA,4,1998-01-22,1998-02-10,3,487.57,45,9.5,36,0.2
1573,10847,SAVEA,4,1998-01-22,1998-02-10,3,487.57,60,34,45,0.2
1574,10847,SAVEA,4,1998-01-22,1998-02-10,3,487.57,71,21.5,55,0.2
1575,10848,CONSH,7,1998-01-23,1998-01-29,2,38.24,5,21.35,30,0
1576,10848,CONSH,7,1998-01-23,1998-01-29,2,38.24,9,97,3,0
1577,10849,KOENE,9,1998-01-23,1998-01-30,2,0.56,3,10,49,0
1578,10849,KOENE,9,1998-01-23,1998-01-30,2,0.56,26,31.23,18,0.15
1579,10850,VICTE,1,1998-01-23,1998-01-30,1,49.19,25,14,20,0.15
1580,10850,VICTE,1,1998-01-23,1998-01-30,1,49.19,33,2.5,4,0.15
1581,10850,VICTE,1,1998-01-23,1998-01-30,1,49.19,70,15,30,0.15
1582,10851,RICAR,5,1998-01-26,1998-02-02,1,160.55,2,19,5,0.05
1583,10851,RICAR,5,1998-01-26,1998-02-02,1,160.55,25,14,10,0.05
1584,10851,RICAR,5,1998-01-26,1998-02-02,1,160.55,57,19.5,10,0.05
1585,10851,RICAR,5,1998-01-26,1998-02-02,1,160.55,59,55,42,0.05
1586,10852,RATTC,8,1998-01-26,1998-01-30,1,174.05,2,19,15,0
1587,10852,RATTC,8,1998-01-26,1998-01-30,1,174.05,17,39,6,0
1588,10852,RATTC,8,1998-01-26,1998-01-30,1,174.05,62,49.3,50,0
1589,10853,BLAUS,9,1998-01-27,1998-02-03,2,53.83,18,62.5,10,0
1590,10854,ERNSH,3,1998-01-27,1998-02-05,2,100.22,10,31,100,0.15
1591,10854,ERNSH,3,1998-01-27,1998-02-05,2,100.22,13,6,65,0.15
1592,10855,OLDWO,3,1998-01-27,1998-02-04,1,170.97,16,17.45,50,0
1593,10855,OLDWO,3,1998-01-27,1998-02-04,1,170.97,31,12.5,14,0
1594,10855,OLDWO,3,1998-01-27,1998-02-04,1,170.97,56,38,24,0
1595,10855,OLDWO,3,1998-01-27,1998-02-04,1,170.97,65,21.05,15,0.15
1596,10856,ANTON,3,1998-01-28,1998-02-10,2,58.43,2,19,20,0
1597,10856,ANTON,3,1998-01-28,1998-02-10,2,58.43,42,14,20,0
1598,10857,BERGS,8,1998-01-28,1998-02-06,2,188.85,3,10,30,0
1599,10857,BERGS,8,1998-01-28,1998-02-06,2,188.85,26,31.23,35,0.25
1600,10857,BERGS,8,1998-01-28,1998-02-06,2,188.85,29,123.79,10,0.25
1601,10858,LACOR,2,1998-01-29,1998-02-03,1,52.51,7,30,5,0
1602,10858,LACOR,2,1998-01-29,1998-02-03,1,52.51,27,43.9,10,0
1603,10858,LACOR,2,1998-01-29,1998-02-03,1,52.51,70,15,4,0
1604,10859,FRANK,1,1998-01-29,1998-02-02,2,76.1,24,4.5,40,0.25
1605,10859,FRANK,1,1998-01-29,1998-02-02,2,76.1,54,7.45,35,0.25
1606,10859,FRANK,1,1998-01-29,1998-02-02,2,76.1,64,33.25,30,0.25
1607,10860,FRANR,3,1998-01-29,1998-02-04,3,19.26,51,53,3,0
1608,10860,FRANR,3,1998-01-29,1998-02-04,3,19.26,76,18,20,0
1609,10861,WHITC,4,1998-01-30,1998-02-17,2,14.93,17,39,42,0
1610,10861,WHITC,4,1998-01-30,1998-02-17,2,14.93,18,62.5,20,0
1611,10861,WHITC,4,1998-01-30,1998-02-17,2,14.93,21,10,40,0
1612,10861,WHITC,4,1998-01-30,1998-02-17,2,14.93,33,2.5,35,0
1613,10861,WHITC,4,1998-01-30,1998-02-17,2,14.93,62,49.3,3,0
1614,10862,LEHMS,8,1998-01-30,1998-02-02,2,53.23,11,21,25,0
1615,10862,LEHMS,8,1998-01-30,1998-02-02,2,53.23,52,7,8,0
1616,10863,HILAA,4,1998-02-02,1998-02-17,2,30.26,1,18,20,0.15
1617,10863,HILAA,4,1998-02-02,1998-02-17,2,30.26,58,13.25,12,0.15
1618,10864,AROUT,4,1998-02-02,1998-02-09,2,3.04,35,18,4,0
1619,10864,AROUT,4,1998-02-02,1998-02-09,2,3.04,67,14,15,0
1620,10865,QUICK,2,1998-02-02,1998-02-12,1,348.14,38,263.5,60,0.05
1621,10865,QUICK,2,1998-02-02,1998-02-12,1,348.14,39,18,80,0.05
1622,10866,BERGS,5,1998-02-03,1998-02-12,1,109.11,2,19,21,0.25
1623,10866,BERGS,5,1998-02-03,1998-02-12,1,109.11,24,4.5,6,0.25
1624,10866,BERGS,5,1998-02-03,1998-02-12,1,109.11,30,25.89,40,0.25
1625,10867,LONEP,6,1998-02-03,1998-02-11,1,1.93,53,32.8,3,0
1626,10868,QUEEN,7,1998-02-04,1998-02-23,2,191.27,26,31.23,20,0
